Year,Month,Sector,Product_Description,HS_Code,HS_Code_2,HS_Code_4,HS_Code_6,Export_Value_USD,Export_Value_INR,Quantity_Tons,Unit_Price_USD_per_Ton,Port_of_Export,State_of_Origin,Destination_Port_USA,Trade_Terms,Historical_Average_Tariff_Rate_Percent,Export_Share_Percent_of_Total,Partner_Country
2016,July,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1302558,87922665,114,11425.95,Surat,Gujarat,Chicago,CIF,7.5,0.47,USA
2016,July,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1030245,69541537,296,3480.56,Kolkata,West Bengal,Chicago,FOB,7.5,0.55,USA
2016,July,Gems & Jewellery,Platinum rings,7110,71,7110,7110,853507,57611722,373,2288.22,Vadodara,Gujarat,Los Angeles,CIF,7.5,1.2,USA
2016,July,Footwear,Leather shoes,6403,64,6403,6403,2572927,173672572,165,15593.5,Vadodara,Gujarat,Boston,FOB,10.0,4.71,USA
2016,July,Footwear,Sports shoes,6404,64,6404,6404,2236531,150965842,802,2788.69,Bangalore,Karnataka,San Francisco,CIF,10.0,1.79,USA
2016,July,Footwear,Canvas sneakers,6404,64,6404,6404,3972616,268151580,269,14768.09,Vadodara,Gujarat,Seattle,FOB,10.0,2.75,USA
2016,July,Auto Components,Engine parts,8409,84,8409,8409,2473942,166991085,723,3421.77,Mumbai,Maharashtra,San Francisco,FOB,2.5,3.47,USA
2016,July,Auto Components,Brake pads,8708,87,8708,8708,2189208,147771540,273,8019.08,Vadodara,Gujarat,Seattle,CIF,2.5,0.69,USA
2016,July,Auto Components,Gear boxes,8409,84,8409,8409,1023937,69115747,320,3199.8,Vadodara,Gujarat,San Francisco,FOB,2.5,4.36,USA
2016,July,Electronics,Mobile phones,8517,85,8517,8517,1994268,134613090,109,18296.04,Kolkata,West Bengal,New York,FOB,0.0,3.71,USA
2016,July,Electronics,Laptop computers,8471,84,8471,8471,4382007,295785472,553,7924.06,Surat,Gujarat,Seattle,CIF,0.0,0.74,USA
2016,July,Electronics,Smart watches,8517,85,8517,8517,883425,59631187,819,1078.66,Kolkata,West Bengal,Los Angeles,CIF,0.0,3.88,USA
2016,July,Pharmaceuticals,Generic drugs,3001,30,3001,3001,4443953,299966827,270,16459.09,Hyderabad,Telangana,Boston,FOB,0.0,3.66,USA
2016,July,Pharmaceuticals,Vaccines,3002,30,3002,3002,681160,45978300,311,2190.23,Bangalore,Karnataka,Los Angeles,FOB,0.0,2.35,USA
2016,July,Pharmaceuticals,Antibiotics,2901,29,2901,2901,3666405,247482337,546,6715.03,Chennai,Tamil Nadu,Long Beach,FOB,0.0,1.88,USA
2016,July,Chemicals,Organic chemicals,2901,29,2901,2901,3992377,269485447,355,11246.13,Bangalore,Karnataka,Philadelphia,FOB,3.0,3.0,USA
2016,July,Chemicals,Inorganic chemicals,2801,28,2801,2801,3992905,269521087,289,13816.28,Vadodara,Gujarat,Boston,FOB,3.0,2.95,USA
2016,July,Chemicals,Paints,3201,32,3201,3201,2045916,138099330,305,6707.92,Hyderabad,Telangana,Houston,CIF,3.0,4.9,USA
2016,August,Textiles,Cotton yarn,5205,52,5205,5205,2221625,149959687,168,13223.96,Mumbai,Maharashtra,Seattle,CIF,5.0,3.25,USA
2016,August,Textiles,Silk fabric,5007,50,5007,5007,1309754,88408395,582,2250.44,Hyderabad,Telangana,Houston,CIF,5.0,1.79,USA
2016,August,Textiles,Woolen fabric,5101,51,5101,5101,2418789,163268257,664,3642.75,Mumbai,Maharashtra,New York,FOB,5.0,4.16,USA
2016,August,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1042461,70366117,391,2666.14,Mumbai,Maharashtra,Boston,CIF,7.5,2.47,USA
2016,August,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3431355,231616462,774,4433.28,Bangalore,Karnataka,Philadelphia,CIF,7.5,3.77,USA
2016,August,Gems & Jewellery,Platinum rings,7110,71,7110,7110,3421615,230959012,489,6997.17,Bangalore,Karnataka,New York,CIF,7.5,0.24,USA
2016,August,Footwear,Leather shoes,6403,64,6403,6403,2690495,181608412,269,10001.84,Kolkata,West Bengal,Chicago,FOB,10.0,0.9,USA
2016,August,Footwear,Sports shoes,6404,64,6404,6404,3162684,213481170,145,21811.61,Kolkata,West Bengal,New York,FOB,10.0,1.7,USA
2016,August,Footwear,Canvas sneakers,6404,64,6404,6404,5024825,339175687,748,6717.68,Vadodara,Gujarat,Seattle,FOB,10.0,0.18,USA
2016,August,Auto Components,Engine parts,8409,84,8409,8409,1964126,132578505,250,7856.5,Vadodara,Gujarat,Los Angeles,CIF,2.5,2.88,USA
2016,August,Auto Components,Brake pads,8708,87,8708,8708,2469275,166676062,482,5122.98,Kolkata,West Bengal,New York,CIF,2.5,2.12,USA
2016,August,Auto Components,Gear boxes,8409,84,8409,8409,3088092,208446210,161,19180.7,Bangalore,Karnataka,Seattle,CIF,2.5,4.14,USA
2016,August,Electronics,Mobile phones,8517,85,8517,8517,1019088,68788440,378,2696.0,Chennai,Tamil Nadu,Boston,CIF,0.0,1.67,USA
2016,August,Electronics,Laptop computers,8471,84,8471,8471,2156975,145595812,115,18756.3,Kolkata,West Bengal,San Francisco,CIF,0.0,2.84,USA
2016,August,Electronics,Smart watches,8517,85,8517,8517,1180060,79654050,450,2622.36,Chennai,Tamil Nadu,Miami,CIF,0.0,3.55,USA
2016,August,Pharmaceuticals,Generic drugs,3001,30,3001,3001,3669948,247721490,690,5318.77,Hyderabad,Telangana,Long Beach,FOB,0.0,3.8,USA
2016,August,Pharmaceuticals,Vaccines,3002,30,3002,3002,4940062,333454185,426,11596.39,Chennai,Tamil Nadu,Philadelphia,CIF,0.0,3.92,USA
2016,August,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2361928,159430140,494,4781.23,Bangalore,Karnataka,Chicago,CIF,0.0,3.93,USA
2016,August,Chemicals,Organic chemicals,2901,29,2901,2901,3408163,230051002,764,4460.95,Surat,Gujarat,Houston,CIF,3.0,4.8,USA
2016,August,Chemicals,Inorganic chemicals,2801,28,2801,2801,3089038,208510065,412,7497.67,Bangalore,Karnataka,San Francisco,CIF,3.0,3.69,USA
2016,August,Chemicals,Paints,3201,32,3201,3201,4542221,306599917,542,8380.48,Surat,Gujarat,Seattle,CIF,3.0,3.8,USA
2016,September,Textiles,Cotton yarn,5205,52,5205,5205,2900517,195784897,526,5514.29,Vadodara,Gujarat,Chicago,FOB,5.0,0.89,USA
2016,September,Textiles,Silk fabric,5007,50,5007,5007,4022819,271540282,517,7781.08,Mumbai,Maharashtra,Chicago,CIF,5.0,1.35,USA
2016,September,Textiles,Woolen fabric,5101,51,5101,5101,3493521,235812667,198,17644.05,Chennai,Tamil Nadu,Houston,CIF,5.0,1.89,USA
2016,September,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2392657,161504347,667,3587.19,Hyderabad,Telangana,San Francisco,CIF,7.5,3.0,USA
2016,September,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1535570,103650975,546,2812.4,Hyderabad,Telangana,Los Angeles,CIF,7.5,4.04,USA
2016,September,Gems & Jewellery,Platinum rings,7110,71,7110,7110,2409711,162655492,292,8252.43,Kolkata,West Bengal,Los Angeles,FOB,7.5,1.69,USA
2016,September,Footwear,Leather shoes,6403,64,6403,6403,906659,61199482,439,2065.28,Chennai,Tamil Nadu,Boston,FOB,10.0,0.75,USA
2016,September,Footwear,Sports shoes,6404,64,6404,6404,4048842,273296835,355,11405.19,Surat,Gujarat,Houston,FOB,10.0,0.66,USA
2016,September,Footwear,Canvas sneakers,6404,64,6404,6404,1407226,94987755,790,1781.3,Vadodara,Gujarat,Los Angeles,FOB,10.0,3.81,USA
2016,September,Auto Components,Engine parts,8409,84,8409,8409,3658316,246936330,268,13650.43,Hyderabad,Telangana,New York,CIF,2.5,1.99,USA
2016,September,Auto Components,Brake pads,8708,87,8708,8708,4106407,277182472,654,6278.91,Surat,Gujarat,Seattle,CIF,2.5,1.08,USA
2016,September,Auto Components,Gear boxes,8409,84,8409,8409,4618008,311715540,210,21990.51,Kolkata,West Bengal,Miami,FOB,2.5,1.4,USA
2016,September,Electronics,Mobile phones,8517,85,8517,8517,2175049,146815807,122,17828.27,Kolkata,West Bengal,Boston,FOB,0.0,1.79,USA
2016,September,Electronics,Laptop computers,8471,84,8471,8471,4829221,325972417,405,11924.0,Bangalore,Karnataka,New York,CIF,0.0,2.43,USA
2016,September,Electronics,Smart watches,8517,85,8517,8517,3119368,210557340,712,4381.13,Mumbai,Maharashtra,New York,CIF,0.0,1.68,USA
2016,September,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1899319,128204032,632,3005.25,Vadodara,Gujarat,San Francisco,CIF,0.0,3.39,USA
2016,September,Pharmaceuticals,Vaccines,3002,30,3002,3002,616288,41599440,803,767.48,Kolkata,West Bengal,Philadelphia,FOB,0.0,1.82,USA
2016,September,Pharmaceuticals,Antibiotics,2901,29,2901,2901,3970951,268039192,416,9545.56,Mumbai,Maharashtra,Houston,CIF,0.0,0.24,USA
2016,September,Chemicals,Organic chemicals,2901,29,2901,2901,774737,52294747,321,2413.51,Vadodara,Gujarat,Boston,FOB,3.0,3.52,USA
2016,September,Chemicals,Inorganic chemicals,2801,28,2801,2801,2514739,169744882,123,20445.03,Bangalore,Karnataka,Seattle,CIF,3.0,0.14,USA
2016,September,Chemicals,Paints,3201,32,3201,3201,2582672,174330360,375,6887.13,Mumbai,Maharashtra,Miami,FOB,3.0,3.65,USA
2016,October,Textiles,Cotton yarn,5205,52,5205,5205,965420,65165850,780,1237.72,Hyderabad,Telangana,Long Beach,CIF,5.0,2.11,USA
2016,October,Textiles,Silk fabric,5007,50,5007,5007,4987598,336662865,183,27254.63,Mumbai,Maharashtra,Los Angeles,FOB,5.0,2.87,USA
2016,October,Textiles,Woolen fabric,5101,51,5101,5101,3993472,269559360,371,10764.08,Hyderabad,Telangana,New York,FOB,5.0,2.54,USA
2016,October,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1826853,123312577,327,5586.71,Kolkata,West Bengal,New York,CIF,7.5,4.61,USA
2016,October,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4622089,311991007,201,22995.47,Bangalore,Karnataka,Long Beach,CIF,7.5,0.94,USA
2016,October,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1799991,121499392,481,3742.19,Kolkata,West Bengal,Long Beach,FOB,7.5,1.53,USA
2016,October,Footwear,Leather shoes,6403,64,6403,6403,1163310,78523425,749,1553.15,Chennai,Tamil Nadu,San Francisco,FOB,10.0,3.54,USA
2016,October,Footwear,Sports shoes,6404,64,6404,6404,1233347,83250922,424,2908.84,Kolkata,West Bengal,Boston,CIF,10.0,0.8,USA
2016,October,Footwear,Canvas sneakers,6404,64,6404,6404,565443,38167402,697,811.25,Hyderabad,Telangana,Chicago,CIF,10.0,4.5,USA
2016,October,Auto Components,Engine parts,8409,84,8409,8409,4033876,272286630,608,6634.66,Mumbai,Maharashtra,Philadelphia,CIF,2.5,4.29,USA
2016,October,Auto Components,Brake pads,8708,87,8708,8708,3229577,217996447,237,13626.91,Vadodara,Gujarat,New York,CIF,2.5,3.3,USA
2016,October,Auto Components,Gear boxes,8409,84,8409,8409,799271,53950792,666,1200.11,Surat,Gujarat,Seattle,FOB,2.5,4.92,USA
2016,October,Electronics,Mobile phones,8517,85,8517,8517,3003769,202754407,482,6231.89,Surat,Gujarat,Miami,CIF,0.0,0.92,USA
2016,October,Electronics,Laptop computers,8471,84,8471,8471,3954279,266913832,551,7176.55,Mumbai,Maharashtra,New York,FOB,0.0,1.59,USA
2016,October,Electronics,Smart watches,8517,85,8517,8517,3557214,240111945,705,5045.69,Vadodara,Gujarat,Seattle,CIF,0.0,2.43,USA
2016,October,Pharmaceuticals,Generic drugs,3001,30,3001,3001,1630693,110071777,642,2540.02,Vadodara,Gujarat,New York,CIF,0.0,3.63,USA
2016,October,Pharmaceuticals,Vaccines,3002,30,3002,3002,3351115,226200262,785,4268.94,Kolkata,West Bengal,Boston,CIF,0.0,0.97,USA
2016,October,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1175876,79371630,496,2370.72,Surat,Gujarat,Los Angeles,FOB,0.0,2.92,USA
2016,October,Chemicals,Organic chemicals,2901,29,2901,2901,1475660,99607050,673,2192.66,Surat,Gujarat,Boston,FOB,3.0,0.22,USA
2016,October,Chemicals,Inorganic chemicals,2801,28,2801,2801,1939351,130906192,672,2885.94,Hyderabad,Telangana,Long Beach,CIF,3.0,3.42,USA
2016,October,Chemicals,Paints,3201,32,3201,3201,3058808,206469540,223,13716.63,Vadodara,Gujarat,Philadelphia,FOB,3.0,1.65,USA
2016,November,Textiles,Cotton yarn,5205,52,5205,5205,3860692,260596710,547,7057.94,Surat,Gujarat,New York,FOB,5.0,4.04,USA
2016,November,Textiles,Silk fabric,5007,50,5007,5007,4450223,300390052,225,19778.77,Chennai,Tamil Nadu,New York,CIF,5.0,4.65,USA
2016,November,Textiles,Woolen fabric,5101,51,5101,5101,4891365,330167137,204,23977.28,Vadodara,Gujarat,New York,CIF,5.0,0.17,USA
2016,November,Gems & Jewellery,Diamond rings,7102,71,7102,7102,721435,48696862,170,4243.74,Bangalore,Karnataka,San Francisco,CIF,7.5,4.46,USA
2016,November,Gems & Jewellery,Gold earrings,7113,71,7113,7113,1434392,96821460,712,2014.6,Hyderabad,Telangana,New York,FOB,7.5,0.79,USA
2016,November,Gems & Jewellery,Platinum rings,7110,71,7110,7110,2315772,156314610,378,6126.38,Surat,Gujarat,Boston,FOB,7.5,1.88,USA
2016,November,Footwear,Leather shoes,6403,64,6403,6403,2191123,147900802,196,11179.2,Hyderabad,Telangana,Los Angeles,FOB,10.0,2.07,USA
2016,November,Footwear,Sports shoes,6404,64,6404,6404,1128043,76142902,609,1852.29,Hyderabad,Telangana,San Francisco,FOB,10.0,1.85,USA
2016,November,Footwear,Canvas sneakers,6404,64,6404,6404,1505965,101652637,351,4290.5,Mumbai,Maharashtra,Los Angeles,CIF,10.0,4.01,USA
2016,November,Auto Components,Engine parts,8409,84,8409,8409,540337,36472747,278,1943.66,Hyderabad,Telangana,Chicago,CIF,2.5,0.21,USA
2016,November,Auto Components,Brake pads,8708,87,8708,8708,5204981,351336217,594,8762.59,Bangalore,Karnataka,Miami,CIF,2.5,2.78,USA
2016,November,Auto Components,Gear boxes,8409,84,8409,8409,2913998,196694865,623,4677.36,Mumbai,Maharashtra,New York,CIF,2.5,3.93,USA
2016,November,Electronics,Mobile phones,8517,85,8517,8517,821806,55471905,643,1278.08,Vadodara,Gujarat,Miami,CIF,0.0,1.44,USA
2016,November,Electronics,Laptop computers,8471,84,8471,8471,4089995,276074662,231,17705.61,Hyderabad,Telangana,New York,FOB,0.0,2.27,USA
2016,November,Electronics,Smart watches,8517,85,8517,8517,704386,47546055,306,2301.92,Bangalore,Karnataka,Houston,CIF,0.0,4.76,USA
2016,November,Pharmaceuticals,Generic drugs,3001,30,3001,3001,4997755,337348462,533,9376.65,Bangalore,Karnataka,Philadelphia,FOB,0.0,2.61,USA
2016,November,Pharmaceuticals,Vaccines,3002,30,3002,3002,4048676,273285630,450,8997.06,Mumbai,Maharashtra,Chicago,CIF,0.0,3.32,USA
2016,November,Pharmaceuticals,Antibiotics,2901,29,2901,2901,5223291,352572142,210,24872.81,Vadodara,Gujarat,Miami,CIF,0.0,2.14,USA
2016,November,Chemicals,Organic chemicals,2901,29,2901,2901,3090285,208594237,273,11319.73,Kolkata,West Bengal,Philadelphia,CIF,3.0,3.77,USA
2016,November,Chemicals,Inorganic chemicals,2801,28,2801,2801,5008379,338065582,748,6695.69,Vadodara,Gujarat,Houston,FOB,3.0,0.78,USA
2016,November,Chemicals,Paints,3201,32,3201,3201,2520901,170160817,244,10331.56,Kolkata,West Bengal,Los Angeles,FOB,3.0,2.94,USA
2016,December,Textiles,Cotton yarn,5205,52,5205,5205,1616647,109123672,605,2672.14,Surat,Gujarat,New York,CIF,5.0,2.13,USA
2016,December,Textiles,Silk fabric,5007,50,5007,5007,4945586,333827055,128,38637.39,Surat,Gujarat,San Francisco,CIF,5.0,4.73,USA
2016,December,Textiles,Woolen fabric,5101,51,5101,5101,3931494,265375845,362,10860.48,Vadodara,Gujarat,New York,CIF,5.0,0.78,USA
2016,December,Gems & Jewellery,Diamond rings,7102,71,7102,7102,1302954,87949395,429,3037.19,Surat,Gujarat,Philadelphia,CIF,7.5,2.68,USA
2016,December,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3438296,232084980,358,9604.18,Bangalore,Karnataka,Seattle,CIF,7.5,1.86,USA
2016,December,Gems & Jewellery,Platinum rings,7110,71,7110,7110,783948,52916490,301,2604.48,Vadodara,Gujarat,New York,FOB,7.5,3.31,USA
2016,December,Footwear,Leather shoes,6403,64,6403,6403,4950078,334130265,806,6141.54,Surat,Gujarat,Long Beach,CIF,10.0,1.96,USA
2016,December,Footwear,Sports shoes,6404,64,6404,6404,2933782,198030285,752,3901.31,Mumbai,Maharashtra,Chicago,CIF,10.0,4.41,USA
2016,December,Footwear,Canvas sneakers,6404,64,6404,6404,1409626,95149755,664,2122.93,Bangalore,Karnataka,Seattle,CIF,10.0,1.54,USA
2016,December,Auto Components,Engine parts,8409,84,8409,8409,4177647,281991172,708,5900.63,Mumbai,Maharashtra,Seattle,FOB,2.5,2.99,USA
2016,December,Auto Components,Brake pads,8708,87,8708,8708,4899763,330734002,384,12759.8,Bangalore,Karnataka,San Francisco,FOB,2.5,1.61,USA
2016,December,Auto Components,Gear boxes,8409,84,8409,8409,1777415,119975512,111,16012.75,Kolkata,West Bengal,Long Beach,FOB,2.5,3.5,USA
2016,December,Electronics,Mobile phones,8517,85,8517,8517,2022639,136528132,303,6675.38,Kolkata,West Bengal,Chicago,FOB,0.0,1.78,USA
2016,December,Electronics,Laptop computers,8471,84,8471,8471,3573992,241244460,346,10329.46,Hyderabad,Telangana,New York,CIF,0.0,1.84,USA
2016,December,Electronics,Smart watches,8517,85,8517,8517,3150812,212679810,121,26039.77,Bangalore,Karnataka,Chicago,CIF,0.0,1.59,USA
2016,December,Pharmaceuticals,Generic drugs,3001,30,3001,3001,811220,54757350,681,1191.22,Chennai,Tamil Nadu,Boston,CIF,0.0,2.46,USA
2016,December,Pharmaceuticals,Vaccines,3002,30,3002,3002,3534702,238592385,584,6052.57,Kolkata,West Bengal,New York,FOB,0.0,2.35,USA
2016,December,Pharmaceuticals,Antibiotics,2901,29,2901,2901,1059338,71505315,541,1958.11,Bangalore,Karnataka,Chicago,FOB,0.0,2.1,USA
2016,December,Chemicals,Organic chemicals,2901,29,2901,2901,2469437,166686997,321,7692.95,Chennai,Tamil Nadu,Seattle,FOB,3.0,3.37,USA
2016,December,Chemicals,Inorganic chemicals,2801,28,2801,2801,1982373,133810177,760,2608.39,Bangalore,Karnataka,Houston,CIF,3.0,1.28,USA
2016,December,Chemicals,Paints,3201,32,3201,3201,1809914,122169195,810,2234.46,Chennai,Tamil Nadu,Chicago,CIF,3.0,1.33,USA
2017,January,Textiles,Cotton yarn,5205,52,5205,5205,3224298,225700860,493,6540.16,Bangalore,Karnataka,San Francisco,CIF,5.0,2.2,USA
2017,January,Textiles,Silk fabric,5007,50,5007,5007,3703559,259249130,657,5637.08,Chennai,Tamil Nadu,Los Angeles,FOB,5.0,2.95,USA
2017,January,Textiles,Woolen fabric,5101,51,5101,5101,1708273,119579110,641,2665.01,Hyderabad,Telangana,Houston,FOB,5.0,2.36,USA
2017,January,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2670494,186934580,540,4945.36,Hyderabad,Telangana,New York,CIF,7.5,3.85,USA
2017,January,Gems & Jewellery,Gold earrings,7113,71,7113,7113,3795336,265673520,349,10874.89,Hyderabad,Telangana,Seattle,CIF,7.5,3.4,USA
2017,January,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1195148,83660360,533,2242.3,Vadodara,Gujarat,Seattle,FOB,7.5,1.53,USA
2017,January,Footwear,Leather shoes,6403,64,6403,6403,4719185,330342950,843,5598.08,Bangalore,Karnataka,Los Angeles,CIF,10.0,4.41,USA
2017,January,Footwear,Sports shoes,6404,64,6404,6404,4213897,294972790,313,13462.93,Surat,Gujarat,Long Beach,CIF,10.0,1.3,USA
2017,January,Footwear,Canvas sneakers,6404,64,6404,6404,878788,61515160,474,1853.98,Hyderabad,Telangana,Chicago,FOB,10.0,2.31,USA
2017,January,Auto Components,Engine parts,8409,84,8409,8409,1582964,110807480,280,5653.44,Hyderabad,Telangana,Miami,CIF,2.5,0.11,USA
2017,January,Auto Components,Brake pads,8708,87,8708,8708,3806907,266483490,193,19724.91,Bangalore,Karnataka,San Francisco,CIF,2.5,0.97,USA
2017,January,Auto Components,Gear boxes,8409,84,8409,8409,1126780,78874600,477,2362.22,Chennai,Tamil Nadu,New York,FOB,2.5,3.69,USA
2017,January,Electronics,Mobile phones,8517,85,8517,8517,2702956,189206920,287,9417.97,Chennai,Tamil Nadu,New York,FOB,0.0,0.18,USA
2017,January,Electronics,Laptop computers,8471,84,8471,8471,4205549,294388430,418,10061.12,Kolkata,West Bengal,Los Angeles,FOB,0.0,0.62,USA
2017,January,Electronics,Smart watches,8517,85,8517,8517,4572044,320043080,563,8120.86,Kolkata,West Bengal,Long Beach,FOB,0.0,1.02,USA
2017,January,Pharmaceuticals,Generic drugs,3001,30,3001,3001,3961588,277311160,217,18256.17,Mumbai,Maharashtra,Los Angeles,CIF,0.0,4.63,USA
2017,January,Pharmaceuticals,Vaccines,3002,30,3002,3002,1316076,92125320,836,1574.25,Kolkata,West Bengal,Miami,CIF,0.0,1.4,USA
2017,January,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2665905,186613350,780,3417.83,Mumbai,Maharashtra,Philadelphia,FOB,0.0,1.49,USA
2017,January,Chemicals,Organic chemicals,2901,29,2901,2901,3281129,229679030,613,5352.58,Hyderabad,Telangana,Philadelphia,FOB,3.0,1.8,USA
2017,January,Chemicals,Inorganic chemicals,2801,28,2801,2801,3743879,262071530,803,4662.36,Vadodara,Gujarat,Los Angeles,FOB,3.0,4.62,USA
2017,January,Chemicals,Paints,3201,32,3201,3201,3317803,232246210,179,18535.21,Surat,Gujarat,Seattle,CIF,3.0,1.1,USA
2017,February,Textiles,Cotton yarn,5205,52,5205,5205,2394673,167627110,680,3521.58,Surat,Gujarat,New York,CIF,5.0,4.05,USA
2017,February,Textiles,Silk fabric,5007,50,5007,5007,3413370,238935900,732,4663.07,Chennai,Tamil Nadu,Houston,CIF,5.0,1.63,USA
2017,February,Textiles,Woolen fabric,5101,51,5101,5101,2865066,200554620,831,3447.73,Surat,Gujarat,Houston,FOB,5.0,3.65,USA
2017,February,Gems & Jewellery,Diamond rings,7102,71,7102,7102,3836484,268553880,387,9913.4,Bangalore,Karnataka,Boston,FOB,7.5,3.85,USA
2017,February,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4599157,321940990,718,6405.51,Vadodara,Gujarat,Boston,CIF,7.5,4.84,USA
2017,February,Gems & Jewellery,Platinum rings,7110,71,7110,7110,1592356,111464920,490,3249.71,Vadodara,Gujarat,Boston,FOB,7.5,0.72,USA
2017,February,Footwear,Leather shoes,6403,64,6403,6403,4925191,344763370,465,10591.81,Vadodara,Gujarat,Philadelphia,FOB,10.0,2.4,USA
2017,February,Footwear,Sports shoes,6404,64,6404,6404,3823658,267656060,422,9060.8,Mumbai,Maharashtra,Chicago,FOB,10.0,0.14,USA
2017,February,Footwear,Canvas sneakers,6404,64,6404,6404,2364473,165513110,435,5435.57,Chennai,Tamil Nadu,Long Beach,CIF,10.0,1.82,USA
2017,February,Auto Components,Engine parts,8409,84,8409,8409,2633867,184370690,505,5215.58,Mumbai,Maharashtra,Philadelphia,CIF,2.5,2.8,USA
2017,February,Auto Components,Brake pads,8708,87,8708,8708,3201209,224084630,331,9671.33,Chennai,Tamil Nadu,New York,CIF,2.5,3.37,USA
2017,February,Auto Components,Gear boxes,8409,84,8409,8409,3035281,212469670,190,15975.16,Chennai,Tamil Nadu,San Francisco,CIF,2.5,1.26,USA
2017,February,Electronics,Mobile phones,8517,85,8517,8517,2774115,194188050,180,15411.75,Bangalore,Karnataka,Houston,CIF,0.0,1.98,USA
2017,February,Electronics,Laptop computers,8471,84,8471,8471,1153150,80720500,465,2479.89,Chennai,Tamil Nadu,Seattle,CIF,0.0,3.74,USA
2017,February,Electronics,Smart watches,8517,85,8517,8517,2340870,163860900,659,3552.15,Vadodara,Gujarat,Seattle,CIF,0.0,3.76,USA
2017,February,Pharmaceuticals,Generic drugs,3001,30,3001,3001,4843111,339017770,115,42114.01,Vadodara,Gujarat,New York,FOB,0.0,3.2,USA
2017,February,Pharmaceuticals,Vaccines,3002,30,3002,3002,1427804,99946280,186,7676.37,Hyderabad,Telangana,Boston,CIF,0.0,1.94,USA
2017,February,Pharmaceuticals,Antibiotics,2901,29,2901,2901,2602543,182178010,755,3447.08,Chennai,Tamil Nadu,Houston,FOB,0.0,4.67,USA
2017,February,Chemicals,Organic chemicals,2901,29,2901,2901,2610754,182752780,189,13813.51,Surat,Gujarat,Philadelphia,CIF,3.0,2.44,USA
2017,February,Chemicals,Inorganic chemicals,2801,28,2801,2801,4823630,337654100,222,21728.06,Kolkata,West Bengal,Long Beach,CIF,3.0,1.34,USA
2017,February,Chemicals,Paints,3201,32,3201,3201,4456279,311939530,576,7736.6,Hyderabad,Telangana,Houston,FOB,3.0,1.48,USA
2017,March,Textiles,Cotton yarn,5205,52,5205,5205,4669654,326875780,711,6567.73,Surat,Gujarat,Los Angeles,CIF,5.0,1.55,USA
2017,March,Textiles,Silk fabric,5007,50,5007,5007,3722785,260594950,352,10576.09,Hyderabad,Telangana,Seattle,FOB,5.0,4.65,USA
2017,March,Textiles,Woolen fabric,5101,51,5101,5101,5338229,373676030,811,6582.28,Surat,Gujarat,Philadelphia,FOB,5.0,1.62,USA
2017,March,Gems & Jewellery,Diamond rings,7102,71,7102,7102,2810366,196725620,106,26512.89,Chennai,Tamil Nadu,Chicago,CIF,7.5,4.46,USA
2017,March,Gems & Jewellery,Gold earrings,7113,71,7113,7113,4433919,310374330,373,11887.18,Vadodara,Gujarat,Miami,FOB,7.5,4.98,USA
2017,March,Gems & Jewellery,Platinum rings,7110,71,7110,7110,4838323,338682610,348,13903.23,Mumbai,Maharashtra,Long Beach,CIF,7.5,3.56,USA
2017,March,Footwear,Leather shoes,6403,64,6403,6403,2930479,205133530,580,5052.55,Vadodara,Gujarat,Los Angeles,CIF,10.0,0.79,USA
2017,March,Footwear,Sports shoes,6404,64,6404,6404,5037513,352625910,383,13152.78,Mumbai,Maharashtra,Long Beach,CIF,10.0,4.66,USA
2017,March,Footwear,Canvas sneakers,6404,64,6404,6404,1961058,137274060,433,4529.0,Hyderabad,Telangana,Long Beach,CIF,10.0,4.95,USA
2017,March,Auto Components,Engine parts,8409,84,8409,8409,1978971,138527970,822,2407.51,Hyderabad,Telangana,Los Angeles,FOB,2.5,1.84,USA
2017,March,Auto Components,Brake pads,8708,87,8708,8708,1943317,136032190,308,6309.47,Surat,Gujarat,Boston,FOB,2.5,1.82,USA
2017,March,Auto Components,Gear boxes,8409,84,8409,8409,5380380,376626600,841,6397.6,Mumbai,Maharashtra,Chicago,FOB,2.5,3.2,USA
2017,March,Electronics,Mobile phones,8517,85,8517,8517,2195290,153670300,505,4347.11,Chennai,Tamil Nadu,Long Beach,CIF,0.0,4.61,USA
2017,March,Electronics,Laptop computers,8471,84,8471,8471,1133537,79347590,235,4823.56,Vadodara,Gujarat,Long Beach,CIF,0.0,3.39,USA
2017,March,Electronics,Smart watches,8517,85,8517,8517,5284452,369911640,545,9696.24,Vadodara,Gujarat,New York,FOB,0.0,4.93,USA
